CUENTA	DESCRIPCION
857300100	Préstamos con letras de crédito
857300200	Préstamos con mutuos hipotecarios endosables
857300300	Préstamos con mutuos financiados con bonos hipotecarios
857300400	Otros créditos con mutuos para vivienda
857300500	Operaciones de leasing para vivienda
857300600	Otros créditos y cuentas por cobrar
857400000	Colocaciones de consumo
857400100	Créditos de consumo en cuotas
857400200	Deudores en cuentas corrientes
857400300	Deudores por tarjetas de crédito
857400400	Operaciones de leasing de consumo
857400500	Otros créditos y cuentas por cobrar
858000000	CRÉDITOS CON MOROSIDAD DE 90 DÍAS O MÁS EN ACTIVOS FINANCIEROS A VALOR RAZONABLE CON CAMBIOS EN OTRO RESULTADO INTEGRAL
858100000	Adeudado por bancos
858200000	Colocaciones comerciales
858300000	Colocaciones para vivienda
858400000	Colocaciones de consumo
859000000	CRÉDITOS CON MOROSIDAD DE 90 DÍAS O MÁS EN ACTIVOS FINANCIEROS A VALOR RAZONABLE CON CAMBIOS EN RESULTADOS
859100000	Adeudado por bancos
859200000	Colocaciones comerciales
859300000	Colocaciones para vivienda
859400000	Colocaciones de consumo
